"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"Treadmill Running","Run","","","","2020-02-13","","4036.86010742188","","","","","0.502690017223358","2.23099994659424","","78","","135","181","","","0.669299983978272","24.52","5","5","3","3","2","2","9","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-02-14","","15.1599998474121","","","","","0.0336022228002548","0.125","","","","84","117","","","0.0902336551714571","0.03","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Walking","Walk","","","","2020-02-14","","1717.43005371094","","","","","0.419586390256882","1.13699996471405","","33","","103","115","","","0.371844769220494","6.29","25","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Yoga","Other","","","","2020-02-14","","0","","","","","0.267690539360046","0","","","","57","94","","","0.524075197070597","7.88","16","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-02-15","","17.1499996185303","","","","","0.0336105562746525","0.142000004649162","","","","59","72","","","0.0395444183613084","0.01","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Treadmill Running","Run","","","","2020-02-15","","4085.64990234375","","","","","0.511956930160522","2.21700000762939","","77","","100","155","","","0.665100002288818","24.67","25","3","1","0","0","0","0","","","","","","","","","","","","","","",""
"Strength","Strength","","","","2020-02-15","","0","","","","","0.50086110830307","0","","","","124","148","","","0.630754210554304","21.7","6","7","6","8","3","1","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-02-16","","17.7000007629395","","","","","0.0336716659367085","0.145999997854233","","","","58","79","","","0.0164511356916946","0.95","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2020-02-16","","24380.490234375","158","281","566.039","","1.0003525018692","6.76999998092651","","52","","147","178","","","0.71004916799767","49.92","4","2","3","5","4","6","37","","","","15","18","17","9","1","0","","","","","",""
"Running","Run","","","","2020-02-17","","22.9799995422363","","","","","0.0335699990391731","0.189999997615814","","","","64","78","","","0.0464230074856817","0.01","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-02-17","","4006.61010742188","","","","","0.500516951084137","2.22399997711182","","73","","146","176","","","0.67017077293772","24.46","1","2","3","3","2","3","16","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-02-18","","13.9200000762939","","","","","0.0335519462823868","0.115000002086163","","","","54","65","","","0.0621696228890371","0.01","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Treadmill Running","Run","","","","2020-02-18","","16040.7001953125","","","","","2.00003695487976","2.2279999256134","","74","","133","188","","","0.668399977684021","100.73","17","18","16","16","7","11","35","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-02-19","","19.2700004577637","","","","","0.0334144458174706","0.159999996423721","","","","52","62","","","0.0912638498142791","0.03","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Yoga","Other","","","","2020-02-19","","0","","","","","0.500205278396606","0","","","","58","89","","","0.520384408033663","14.74","30","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-02-20","","9.73999977111816","","","","","0.0334736108779907","0.0810000002384186","","","","54","70","","","0.032333832465969","1","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Walking","Walk","","","","2020-02-20","","2535.18994140625","","","","","0.623816668987274","1.12899994850159","","35","","101","130","","","0.383846200735938","10.06","34","3","0","0","0","0","0","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2020-02-20","","24085.869140625","152","237","544.61","","1.00019586086273","6.68900012969971","","51","","145","180","","","0.691472169331419","47.45","7","2","4","4","4","4","35","","","","18","16","18","8","0","0","","","","","",""
"Treadmill Running","Run","","","","2020-02-20","","4002.61010742188","","","","","0.505943596363068","2.19799995422363","","74","","139","193","","","0.65939998626709","23.97","4","4","2","4","3","2","11","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-02-21","","11.1199998855591","","","","","0.0335372239351273","0.0920000001788139","","","","51","62","","","0.0335008425348477","0.96","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Walking","Walk","","","","2020-02-21","","2032.64001464844","","","","","0.589199721813202","0.958000004291534","","30","","104","128","","","0.331444019181558","7.08","32","2","0","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-02-22","","41.2099990844727","","","","","0.0335730537772179","0.340999990701675","","2","","52","73","","","0.0433039799329971","0.01","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Indoor Cycling","Bike","","","","2020-02-22","","24471.810546875","155","236","558.421","","1.00040948390961","6.79500007629395","","50","","113","142","","","0.700727980521857","48.7","19","19","12","8","2","0","0","","","","17","16","19","9","0","0","","","","","",""
"Treadmill Running","Run","","","","2020-02-22","","4018.55004882813","","","","","0.496281385421753","2.24900007247925","","76","","102","112","","","0.674700021743774","24.58","30","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-02-23","","27.0300006866455","","","","","0.0336197204887867","0.223000004887581","","","","57","77","","","0.148966795921223","0.08","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Treadmill Running","Run","","","","2020-02-23","","3998.36010742188","","","","","0.49159973859787","2.2590000629425","","75","","108","168","","","0.677700018882751","24.57","15","5","2","2","2","1","2","","","","","","","","","","","","","","",""
"Strength","Strength","","","","2020-02-23","","0","","","","","0.516033351421356","0","","","","107","121","","","0.60207081103448","20.39","26","4","0","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-02-24","","40.6699981689453","","","","","0.0759552791714668","0.149000003933907","","","","53","67","","","0.0723062281743836","0.04","5","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Indoor Cycling","Bike","","","","2020-02-24","","25175.4609375","158","254","586.351","","1.03184723854065","6.77699995040894","","54","","114","139","","","0.707614761120995","51.32","24","11","15","12","0","0","0","","","","14","20","20","8","0","0","","","","","",""
"Treadmill Running","Run","","","","2020-02-24","","4001.88989257813","","","","","0.502775847911835","2.21099996566772","","75","","104","113","","","0.663299989700317","24.09","30","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-02-25","","26.1800003051758","","","","","0.0336719453334808","0.216000005602837","","","","52","66","","","0.0795426944389931","0.02","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-02-25","","7946.8798828125","","","","","0.986944444444444","2.23666757185829","","73","","112","167","","","0.676101426654208","49.96","30","9","7","7","2","1","3","","","","","","","","","","","","","","",""
"Treadmill Running","Run","","","","2020-02-25","","8015.85986328125","","","","","1.00886940956116","2.20700001716614","","76","","104","122","","","0.662100005149841","49","56","4","0","0","0","0","0","","","","","","","","","","","","","","",""
"Yoga","Other","","","","2020-02-25","","0","","","","","0.44829249382019","0","","","","60","88","","","0.525216835064506","13.43","27","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-02-26","","19.6700000762939","","","","","0.0336224995553494","0.163000002503395","","","","52","66","","","0.0687179688225837","0.02","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Walking","Walk","","","","2020-02-26","","2196.25","","","","","0.580564975738525","1.05099999904633","","30","","102","122","","","0.38804997091037","9.55","32","3","0","0","0","0","0","","","","","","","","","","","","","","",""
"Yoga","Other","","","","2020-02-26","","0","","","","","0.52592670917511","0","","","","64","95","","","0.522372089792908","15.64","32","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-02-27","","17.2600002288818","","","","","0.0334499999880791","0.14300000667572","","","","49","72","","","0.0572597628771103","0.01","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Indoor Cycling","Bike","","","","2020-02-27","","24999.98046875","159","242","579.955","","1.00996530056","6.87599992752075","","54","","120","142","","","0.705492562433293","49.78","14","11","15","18","3","0","0","","","","12","18","22","8","0","0","","","","","",""
"Treadmill Running","Run","","","","2020-02-27","","4007.23999023438","","","","","0.498083591461182","2.23499989509583","","77","","104","111","","","0.670499968528747","24.38","30","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-02-28","","14.2799997329712","","","","","0.0336897224187851","0.118000000715256","","","","50","69","","","0.0728363020053721","0.02","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Walking","Walk","","","","2020-02-28","","1778.48999023438","","","","","0.568910241127014","0.867999970912933","","24","","97","132","","","0.312011450702741","6.05","32","2","1","0","0","0","0","","","","","","","","","","","","","","",""
"Yoga","Other","","","","2020-02-28","","0","","","","","0.500839412212372","0","","","","61","102","","","0.524563817151542","15","30","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-02-29","","22","","","","","0.0335394442081451","0.181999996304512","","","","60","87","","","0.0836554163507464","0.02","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Indoor Cycling","Bike","","","","2020-02-29","","24347.0390625","155","234","559.011","","1.0121488571167","6.68200016021729","","51","","120","146","","","0.702378878802143","49.67","15","6","10","19","9","3","0","","","","17","13","21","9","0","0","","","","","",""
"Treadmill Running","Run","","","","2020-02-29","","4007.96997070313","","","","","0.497068345546722","2.24000000953674","","77","","111","123","","","0.672000002861023","24.44","22","8","0","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-03-01","","37.4700012207031","","","","","0.0336661115288734","0.308999985456467","","","","57","73","","","0.0280399697614407","1","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Treadmill Running","Run","","","","2020-03-01","","4003.7900390625","","","","","0.506101965904236","2.19799995422363","","76","","97","123","","","0.65939998626709","23.97","28","2","0","0","0","0","0","","","","","","","","","","","","","","",""
"Strength","Strength","","","","2020-03-01","","0","","","","","0.40077805519104","0","","","","127","148","","","0.641886355121982","17.88","4","5","6","5","3","2","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-03-02","","17.2999992370605","","","","","0.0334558337926865","0.143999993801117","","","","62","82","","","0.0694778920707806","0.02","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Walking","Walk","","","","2020-03-02","","2555.48999023438","","","","","0.649383366107941","1.09300005435944","","35","","100","128","","","0.368599131395324","9.67","37","1","1","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-03-03","","54.6100006103516","","","","","0.0336302779614925","0.45100000500679","","","","56","83","","","0.51417773289853","0.9","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-03-03","","7958.35986328125","","","","","1.00472222222222","2.20026537552702","","73","","121","162","","","0.659801610446997","48.46","18","11","8","12","2","3","5","","","","","","","","","","","","","","",""
"Treadmill Running","Run","","","","2020-03-03","","8010.91015625","","","","","1.00808358192444","2.20700001716614","","77","","116","140","","","0.662100005149841","48.96","14","36","7","3","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-03-04","","17.2800006866455","","","","","0.03357944637537","0.14300000667572","","1","","55","72","","","0.0812073234133968","0.02","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Walking","Walk","","","","2020-03-04","","1726.53002929688","","","","","0.480981111526489","0.996999979019165","","30","","98","111","","","0.360497335383438","6.8","29","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-03-05","","37.6199989318848","","","","","0.0339124985039234","0.30799999833107","","","","59","78","","","0.542440051987075","1.01","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Walking","Walk","","","","2020-03-05","","1577.66003417969","","","","","0.495693325996399","0.88400000333786","","25","","97","112","","","0.280418278146749","4.24","30","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-03-06","","25.2299995422363","","","","","0.034346666187048","0.203999996185303","","","","52","71","","","0.12369912338073","0.05","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Walking","Walk","","","","2020-03-06","","2000.27001953125","","","","","0.748310267925262","0.742999970912933","","22","","92","126","","","0.23727937197985","4.63","44","1","0","0","0","0","0","","","","","","","","","","","","","","",""
"Yoga","Other","","","","2020-03-06","","0","","","","","0.301241129636765","0","","","","52","73","","","0.512832397073517","8.51","18","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-03-07","","28.6299991607666","","","","","0.0335155539214611","0.237000003457069","","","","56","72","","","0.0599579135128707","0.01","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Indoor Cycling","Bike","","","","2020-03-07","","24520.990234375","158","241","570.56","","1.00096499919891","6.80499982833862","","52","","126","155","","","0.705565966563927","49.34","12","7","9","13","8","6","5","","","","13","17","21","8","0","0","","","","","",""
"Treadmill Running","Run","","","","2020-03-07","","4004.18994140625","","","","","0.500163853168488","2.22399997711182","","77","","112","124","","","0.667199993133545","24.25","13","17","0","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-03-08","","33.8400001525879","","","","","0.0334450006484985","0.28099998831749","","","","58","78","","","0.149399454881753","0.08","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Treadmill Running","Run","","","","2020-03-08","","4001.669921875","","","","","0.497853606939316","2.23300004005432","","78","","126","167","","","0.669900012016296","24.32","10","3","1","2","1","2","11","","","","","","","","","","","","","","",""
"Strength","Strength","","","","2020-03-08","","0","","","","","0.480612218379974","0","","","","124","138","","","0.609097871391751","19.39","3","8","11","8","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-03-09","","26.3400001525879","","","","","0.0335052795708179","0.217999994754791","","","","62","86","","","0.54338960434337","1.01","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Indoor Cycling","Bike","","","","2020-03-09","","24372.939453125","154","239","556.272","","1.0094553232193","6.70699977874756","","52","","125","154","","","0.692935751769311","47.98","15","4","8","19","5","6","4","","","","14","21","17","8","0","0","","","","","",""
"Treadmill Running","Run","","","","2020-03-09","","2009.43994140625","","","","","0.249251946806908","2.23900008201599","","78","","115","121","","","0.671700024604797","12.03","3","12","0","0","0","0","0","","","","","","","","","","","","","","",""
"Walking","Walk","","","","2020-03-09","","5707.490234375","","","","","1.260861992836","1.25699996948242","","45","","101","129","","","0.388324586800678","21.18","74","1","0","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-03-10","","22.8999996185303","","","","","0.0335216671228409","0.189999997615814","","2","","57","78","","","0.106168962989331","0.04","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-03-10","","16005.919921875","","","","","2.00078940391541","2.22199988365173","","70","","124","156","","","0.674811267257249","102.7","31","22","19","35","10","2","1","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-03-11","","19.3199996948242","","","","","0.0335549972951412","0.159999996423721","","3","","69","79","","","0.0378716678386859","1","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Walking","Walk","","","","2020-03-11","","5715.27978515625","","","","","1.20245277881622","1.32000005245209","","48","","101","121","","","0.405363656385202","22","70","3","0","0","0","0","0","","","","","","","","","","","","","","",""
"Yoga","Other","","","","2020-03-11","","0","","","","","0.309690833091736","0","","","","65","113","","","0.525750369493539","9.21","19","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-03-12","","19.9099998474121","","","","","0.0336208343505859","0.164000004529953","","","","60","78","","","0.0636989482058194","0.01","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Walking","Walk","","","","2020-03-12","","2002.05004882813","","","","","0.51163524389267","1.08700001239777","","33","","102","126","","","0.37521173671271","7.85","29","1","0","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-03-13","","21.6000003814697","","","","","0.0335525013506413","0.179000005125999","","1","","54","69","","","0.54338960434337","1.01","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Walking","Walk","","","","2020-03-13","","1514.36999511719","","","","","0.405623614788055","1.03699994087219","","32","","100","125","","","0.361263309954286","5.74","24","1","0","0","0","0","0","","","","","","","","","","","","","","",""
"Yoga","Other","","","","2020-03-13","","0","","","","","0.501759707927704","0","","","","62","96","","","0.525831622186637","15.1","30","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-03-14","","17.2399997711182","","","","","0.0337250009179115","0.142000004649162","","","","61","81","","","0.0583246003302397","0.01","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Indoor Cycling","Bike","","","","2020-03-14","","23950.6796875","148","266","530.87","","1.00041472911835","6.65000009536743","","52","","126","151","","","0.684143987519924","46.4","7","16","11","18","5","1","2","","","","23","10","19","7","0","0","","","","","",""
"Treadmill Running","Run","","","","2020-03-14","","4000.97998046875","","","","","0.501096963882446","2.21799993515015","","74","","153","168","","","0.665399980545044","24.16","0","0","1","2","2","1","24","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-03-15","","15.1400003433228","","","","","0.0336944460868835","0.125","","4","","58","71","","","0.0144790591589912","1.01","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Treadmill Running","Run","","","","2020-03-15","","4023.56005859375","","","","","0.50564056634903","2.21000003814697","","74","","136","170","","","0.663000011444092","24.2","4","3","3","5","3","2","11","","","","","","","","","","","","","","",""
"Strength","Strength","","","","2020-03-15","","0","","","","","0.500223338603973","0","","","","100","156","","","0.605043321558454","19.93","30","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-03-16","","22.1700000762939","","","","","0.0335600003600121","0.184000000357628","","","","57","77","","","0.105467593716568","0.04","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Walking","Walk","","","","2020-03-16","","2056.4599609375","","","","","0.652522504329681","0.875","","26","","106","142","","","0.317727917987197","7.22","29","4","3","2","0","0","0","","","","","","","","","","","","","","",""
"Yoga","Other","","","","2020-03-16","","0","","","","","0.314594715833664","0","","","","58","87","","","0.522866485587359","9.26","19","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-03-17","","20.2000007629395","","","","","0.0336894430220127","0.166999995708466","","","","61","81","","","0.0902167568313962","0.03","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Treadmill Running","Run","","","","2020-03-17","","8010.02001953125","","","","","0.999287247657776","2.22699999809265","","74","","110","167","","","0.668099999427795","49.42","32","17","4","5","1","1","1","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-03-18","","10.3100004196167","","","","","0.0336397215723991","0.0850000008940697","","","","56","74","","","0.0586165793335214","0.01","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Indoor Cycling","Bike","","","","2020-03-18","","24407.9609375","155","258","557.217","","1.00019216537476","6.77899980545044","","52","","118","148","","","0.701654374440918","48.73","19","12","5","14","6","3","0","","","","18","14","19","9","0","0","","","","","",""
"Running","Run","","","","2020-03-19","","28.3299999237061","","","","","0.0335308313369751","0.234999999403954","","","","58","74","","","0.127076983965579","0.05","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Indoor Cycling","Bike","","","","2020-03-19","","24702.359375","158","282","566.734","","1.00055050849915","6.85799980163574","","54","","122","157","","","0.702411930737517","49.09","15","11","10","15","5","1","3","","","","13","21","18","8","0","0","","","","","",""
"Treadmill Running","Run","","","","2020-03-19","","4029.89990234375","","","","","0.50263249874115","2.22699999809265","","74","","107","121","","","0.668099999427795","24.44","26","4","0","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-03-20","","32.6199989318848","","","","","0.0335944443941116","0.270000010728836","","","","57","73","","","0.136584698105788","0.06","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Walking","Walk","","","","2020-03-20","","1503.67004394531","","","","","0.553370833396912","0.754999995231628","","19","","104","141","","","0.238384818152429","3.43","29","2","1","1","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-03-21","","37.5999984741211","","","","","0.0339922234416008","0.307000011205673","","","","62","81","","","0.151994087651136","0.08","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-03-22","","29.2999992370605","","","","","0.0336325019598007","0.241999998688698","","","","56","78","","","0.159329615062128","0.09","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Treadmill Running","Run","","","","2020-03-22","","4028.57006835938","","","","","0.511343359947205","2.18799996376038","","75","","135","164","","","0.656399989128113","24","7","0","0","1","2","2","17","","","","","","","","","","","","","","",""
"Yoga","Other","","","","2020-03-22","","0","","","","","0.500319182872772","0","","","","74","111","","","0.533219887060779","15.49","30","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-03-23","","25.2199993133545","","","","","0.0334722213447094","0.209000006318092","","","","61","82","","","0.542997402906842","1","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Walking","Walk","","","","2020-03-23","","1467.84997558594","","","","","0.431429177522659","0.944999992847443","","27","","102","135","","","0.309879132904858","4.49","24","1","0","0","0","0","0","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2020-03-23","","24181.189453125","151","244","542.978","","1.00117254257202","6.70900011062622","","52","","124","160","","","0.691741912990495","47.53","15","6","9","10","6","9","5","","","","17","18","16","9","0","0","","","","","",""
"Treadmill Running","Run","","","","2020-03-23","","4007.53002929688","","","","","0.502452790737152","2.21600008010864","","74","","117","126","","","0.664800024032593","24.18","7","21","3","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-03-24","","13.7799997329712","","","","","0.033601388335228","0.114000000059605","","","","57","75","","","0.0585689204899456","0.01","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Treadmill Running","Run","","","","2020-03-24","","2643.11010742188","","","","","0.501008868217468","1.4650000333786","","54","","79","99","","","0.43950001001358","10.53","30","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Yoga","Other","","","","2020-03-24","","0","","","","","0.400151938199997","0","","","","61","96","","","0.527121023022637","12.03","24","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-03-25","","20.7000007629395","","","","","0.0337155535817146","0.171000003814697","","","","51","68","","","0.0779446407238963","0.02","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-03-25","","6002.75","","","","","0.759177505970001","2.19600009918213","","73","","119","142","","","0.657876849715349","36.15","10","13","11","11","1","0","0","","","","","","","","","","","","","","",""
"Treadmill Running","Run","","","","2020-03-25","","2320.8701171875","","","","","0.333604723215103","1.932000041008","","74","","101","116","","","0.579600012302399","12.08","20","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-03-26","","18.0900001525879","","","","","0.0334138907492161","0.150000005960464","","","","64","86","","","0.0973212483897934","0.03","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Treadmill Running","Run","","","","2020-03-26","","6188.1201171875","","","","","1.00109302997589","1.71700000762939","","67","","116","160","","","0.515100002288818","29.43","24","12","8","9","3","1","2","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-03-27","","19.3899993896484","","","","","0.0334447212517262","0.160999998450279","","","","53","71","","","0.0500960900809998","0.01","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Walking","Walk","","","","2020-03-27","","1487.58996582031","","","","","0.402032762765884","1.02799999713898","","31","","101","110","","","0.360992215974966","5.68","24","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-03-28","","16.2600002288818","","","","","0.0336358323693275","0.13400000333786","","","","63","83","","","0.54338960434337","1.01","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Treadmill Running","Run","","","","2020-03-28","","8016.4599609375","","","","","0.985820829868317","2.2590000629425","","75","","121","169","","","0.677700018882751","50.14","33","3","1","1","1","1","19","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-03-29","","30.8700008392334","","","","","0.0334566682577133","0.256000012159348","","","","58","76","","","0.118839287262508","0.05","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Treadmill Running","Run","","","","2020-03-29","","8043.89013671875","","","","","1.00015437602997","2.23399996757507","","74","","104","162","","","0.670199990272522","49.77","45","9","3","1","0","0","1","","","","","","","","","","","","","","",""
"Indoor Cycling","Bike","","","","2020-03-30","","24247.83984375","149","263","537.083","","1.00015866756439","6.73400020599365","","52","","119","152","","","0.686620186830978","46.82","17","8","8","15","4","5","2","","","","20","15","16","8","1","0","","","","","",""
"Running","Run","","","","2020-03-30","","12.8100004196167","","","","","0.033520832657814","0.105999998748302","","","","60","80","","","0.0887481168913131","0.03","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-03-31","","20.3999996185303","","","","","0.0335283353924751","0.168999999761581","","","","57","79","","","0.0902551433907472","0.03","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-03-31","","6006.22998046875","","","","","0.739301085472107","2.25699996948242","","73","","130","169","","","0.676586252660661","37.22","10","5","6","7","3","4","10","","","","","","","","","","","","","","",""
"Treadmill Running","Run","","","","2020-03-31","","6051.52978515625","","","","","0.749732196331024","2.24200010299683","","75","","95","111","","","0.672600030899048","37.3","45","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-04-01","","16.2800006866455","","","","","0.033660002052784","0.13400000333786","","1","","52","71","","","0.536622346487103","0.99","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-04-02","","16.3899993896484","","","","","0.0334963873028755","0.136000007390976","","","","56","78","","","0.0650359110056392","0.01","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2020-04-02","","24474.2109375","152","248","544.429","","1.00038719177246","6.7960000038147","","52","","123","157","","","0.694462136894346","47.96","15","6","9","12","7","5","7","","","","21","14","14","10","0","0","","","","","",""
"Treadmill Running","Run","","","","2020-04-02","","4004.26000976563","","","","","0.501946926116943","2.21600008010864","","74","","113","122","","","0.664800024032593","24.16","9","22","0","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-04-03","","13.5500001907349","","","","","0.0334086120128632","0.112999998033047","","","","56","75","","","0.0623867989318159","0.01","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Walking","Walk","","","","2020-04-03","","1794.35998535156","","","","","0.45605331659317","1.09300005435944","","33","","103","117","","","0.380419925739896","7.17","27","1","0","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-04-04","","22.1800003051758","","","","","0.033671110868454","0.18299999833107","","","","55","74","","","0.116261413624942","0.05","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Treadmill Running","Run","","","","2020-04-04","","6015.509765625","","","","","0.751953065395355","2.22199988365173","","75","","103","136","","","0.66659996509552","36.75","33","9","3","1","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-04-05","","25.3700008392334","","","","","0.0336005538702011","0.209999993443489","","","","57","74","","","0.0342804762483641","1","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Treadmill Running","Run","","","","2020-04-05","","6020.89990234375","","","","","0.687392771244049","2.43300008773804","","80","","119","153","","","0.729900026321411","40.2","9","12","12","5","1","1","1","","","","","","","","","","","","","","",""
